feature_family_id	sample_stem	status	area	apex_rt	peak_start_rt	peak_end_rt	neutral_loss_tag	family_center_mz	family_center_rt	area_baseline_corrected	area_uncertainty	area_uncertainty_formula_version	baseline_residual_mad	area_uncertainty_noise_source	baseline_type	baseline_score	uncertainty_fraction	baseline_fraction	integration_scan_count	area_baseline_corrected_asls	baseline_score_asls
FAM000291	NormalBC2312_DNA	detected	3.28166e+06	14.4242	14.175	14.5484	DNA_dR	272.136	14.3001	2.28685e+06	1069.16	baseline_residual_mad_v1	224.958	asls_residual	linear_edge	0.696857	0.000325799	0.696857	10	3.27337e+06	0.997473
FAM000291	TumorBC2263_DNA	rescued	574951	14.3717	14.2887	14.4961	DNA_dR	272.136	14.3001	227233	220.738	baseline_residual_mad_v1	36.4432	asls_residual	linear_edge	0.395222	0.000383924	0.395222	6	574158	0.99862
FAM000291	TumorBC2312_DNA	rescued	3.68449e+06	14.2309	14.0235	14.5034	DNA_dR	272.136	14.3001	3.08145e+06	570.228	baseline_residual_mad_v1	144.643	asls_residual	linear_edge	0.836329	0.000154764	0.836329	13	3.67293e+06	0.996862
FAM000292	BenignfatBC1055_DNA	duplicate_assigned	1.49064e+06	14.311	14.1863	14.4356	DNA_dR	272.137	14.1107	593971	624.045	baseline_residual_mad_v1	95.0929	asls_residual	linear_edge	0.398468	0.000418643	0.398468	7	1.48815e+06	0.998332
FAM000292	BenignfatBC1151_DNA	duplicate_assigned	2.07309e+06	14.3556	14.148	14.4797	DNA_dR	272.137	14.1107	1.73422e+06	992.721	baseline_residual_mad_v1	133.96	asls_residual	linear_edge	0.836538	0.000478861	0.836538	9	2.06883e+06	0.997947
FAM000292	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	1.50727e+06	14.1379	14.0549	14.2619	DNA_dR	272.137	14.1107	984050	639.949	baseline_residual_mad_v1	105.2	asls_residual	linear_edge	0.652867	0.000424574	0.652867	6	1.50514e+06	0.998582
FAM000292	Breast_Cancer_Tissue_pooled_QC5	detected	182087	14.1107	14.1107	14.1522	DNA_dR	272.137	14.1107	0	55.6256	baseline_residual_mad_v1	16.9362	asls_residual	linear_edge	0	0.000305488	0	2	182021	0.999632
FAM000292	NormalBC2263_DNA	duplicate_assigned	3.5249e+06	14.4588	14.2106	14.6246	DNA_dR	272.137	14.1107	2.79372e+06	1829.88	baseline_residual_mad_v1	221.973	asls_residual	linear_edge	0.792566	0.000519129	0.792566	11	3.51494e+06	0.997175
FAM000292	NormalBC2312_DNA	duplicate_assigned	3.28166e+06	14.4242	14.175	14.5484	DNA_dR	272.137	14.1107	2.28685e+06	1052.29	baseline_residual_mad_v1	225.95	asls_residual	linear_edge	0.696857	0.000320657	0.696857	10	3.27338e+06	0.997476
FAM000292	TumorBC2263_DNA	duplicate_assigned	574951	14.3717	14.2887	14.4961	DNA_dR	272.137	14.1107	227233	222.149	baseline_residual_mad_v1	36.6746	asls_residual	linear_edge	0.395222	0.000386378	0.395222	6	574158	0.99862
FAM000292	TumorBC2312_DNA	duplicate_assigned	3.65805e+06	14.2309	14.0235	14.4619	DNA_dR	272.137	14.1107	2.82693e+06	730.13	baseline_residual_mad_v1	192.125	asls_residual	linear_edge	0.772797	0.000199595	0.772797	12	3.64692e+06	0.996958
FAM000293	BenignfatBC1055_DNA	rescued	54702.8	13.0947	11.9859	13.1362	DNA_dR	273.15	13.2696	54702.8	1709.89	baseline_residual_mad_v1	124.111	asls_residual	linear_edge	1	0.0312578	1	31	55929.2	1
FAM000293	BenignfatBC1151_DNA	rescued	55781.7	13.1005	11.098	13.1416	DNA_dR	273.15	13.2696	55781.7	202.99	baseline_residual_mad_v1	10.4469	asls_residual	linear_edge	1	0.00363901	1	62	56660.5	1
FAM000293	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	3.7161e+06	11.8493	11.0622	11.9739	DNA_dR	273.15	13.2696	3.7161e+06	3341.59	baseline_residual_mad_v1	280.693	asls_residual	linear_edge	1	0.000899218	1	23	3.71012e+06	0.998389
FAM000293	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	5.26525e+06	13.7369	12.991	13.9862	DNA_dR	273.15	13.2696	4.7618e+06	3769.09	baseline_residual_mad_v1	322.386	asls_residual	linear_edge	0.904384	0.000715842	0.904384	25	5.25474e+06	0.998004
FAM000293	NormalBC2263_DNA	duplicate_assigned	2.4015e+06	12.8039	11.6025	12.9285	DNA_dR	273.15	13.2696	1.95574e+06	1925.95	baseline_residual_mad_v1	135.263	asls_residual	linear_edge	0.814381	0.00080198	0.814381	33	2.39882e+06	0.998883
FAM000293	NormalBC2312_DNA	detected	2.94857e+06	13.2696	11.2927	13.5179	DNA_dR	273.15	13.2696	2.94857e+06	3466.67	baseline_residual_mad_v1	235.476	asls_residual	linear_edge	1	0.00117571	1	79	2.9413e+06	0.997535
FAM000293	TumorBC2263_DNA	rescued	51709	13.1495	13.0693	13.1908	DNA_dR	273.15	13.2696	51709	75.6325	baseline_residual_mad_v1	15.2811	asls_residual	linear_edge	1	0.00146266	1	4	51784.5	1
FAM000293	TumorBC2312_DNA	duplicate_assigned	3.51262e+06	11.697	11.5323	11.8602	DNA_dR	273.15	13.2696	3.38498e+06	472.715	baseline_residual_mad_v1	92.4137	asls_residual	linear_edge	0.963662	0.000134576	0.963662	16	3.49707e+06	0.995574
FAM000294	BenignfatBC1055_DNA	detected	3.51277e+06	14.851	13.1776	14.9757	DNA_dR	273.151	13.0759	2.13449e+06	3145.98	baseline_residual_mad_v1	182.379	asls_residual	linear_edge	0.607638	0.000895584	0.607638	48	3.50787e+06	0.998607
FAM000294	BenignfatBC1151_DNA	detected	1.41427e+06	15.4726	13.183	15.5554	DNA_dR	273.151	13.0759	791495	1163.66	baseline_residual_mad_v1	58.5854	asls_residual	linear_edge	0.55965	0.000822801	0.55965	64	1.41287e+06	0.999013
FAM000294	Breast_Cancer_Tissue_pooled_QC3	rescued	3.7161e+06	11.8493	11.0622	11.9739	DNA_dR	273.151	13.0759	3.7161e+06	3341.59	baseline_residual_mad_v1	280.693	asls_residual	linear_edge	1	0.000899218	1	23	3.71012e+06	0.998389
FAM000294	Breast_Cancer_Tissue_pooled_QC5	detected	5.26525e+06	13.7369	12.991	13.9862	DNA_dR	273.151	13.0759	4.7618e+06	4137.26	baseline_residual_mad_v1	338.144	asls_residual	linear_edge	0.904384	0.000785767	0.904384	25	5.25471e+06	0.997999
FAM000294	NormalBC2263_DNA	detected	2.4015e+06	12.8039	10.7807	12.9285	DNA_dR	273.151	13.0759	1.9415e+06	2426.61	baseline_residual_mad_v1	129.758	asls_residual	linear_edge	0.808452	0.00101046	0.808452	57	2.39938e+06	0.999119
FAM000294	NormalBC2312_DNA	detected	2.94857e+06	13.2696	11.2927	13.5179	DNA_dR	273.151	13.0759	2.94857e+06	3466.67	baseline_residual_mad_v1	235.476	asls_residual	linear_edge	1	0.00117571	1	79	2.9413e+06	0.997535
FAM000294	TumorBC2263_DNA	rescued	1.59954e+06	10.9271	10.8855	11.1348	DNA_dR	273.151	13.0759	672744	289.819	baseline_residual_mad_v1	44.297	asls_residual	linear_edge	0.420585	0.000181188	0.420585	7	1.59197e+06	0.995262
FAM000294	TumorBC2312_DNA	rescued	3.51262e+06	11.697	11.5323	11.8602	DNA_dR	273.151	13.0759	3.38498e+06	472.715	baseline_residual_mad_v1	92.4137	asls_residual	linear_edge	0.963662	0.000134576	0.963662	16	3.49707e+06	0.995574
FAM000295	BenignfatBC1055_DNA	duplicate_assigned	3.51277e+06	14.851	13.1776	14.9757	DNA_dR	273.15	14.851	2.13449e+06	3145.98	baseline_residual_mad_v1	182.379	asls_residual	linear_edge	0.607638	0.000895584	0.607638	48	3.50787e+06	0.998607
FAM000295	BenignfatBC1151_DNA	duplicate_assigned	1.41427e+06	15.4726	13.183	15.5554	DNA_dR	273.15	14.851	791495	1158.13	baseline_residual_mad_v1	58.3896	asls_residual	linear_edge	0.55965	0.000818893	0.55965	64	1.41282e+06	0.998975
FAM000295	Breast_Cancer_Tissue_pooled_QC3	rescued	473508	11.8908	11.8908	11.9739	DNA_dR	273.15	14.851	0	165.347	baseline_residual_mad_v1	38.44	asls_residual	linear_edge	0	0.000349195	0	3	472319	0.997489
FAM000295	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	5.26525e+06	13.7369	12.991	13.9862	DNA_dR	273.15	14.851	4.7618e+06	2574.42	baseline_residual_mad_v1	229.179	asls_residual	linear_edge	0.904384	0.000488946	0.904384	25	5.25488e+06	0.998031
FAM000295	NormalBC2263_DNA	duplicate_assigned	2.09027e+06	12.8039	12.7626	12.9701	DNA_dR	273.15	14.851	420278	229.994	baseline_residual_mad_v1	37.7502	asls_residual	linear_edge	0.201064	0.000110031	0.201064	6	2.08748e+06	0.998667
FAM000295	NormalBC2312_DNA	rescued	213435	13.9251	13.642	13.9251	DNA_dR	273.15	14.851	0	657.071	baseline_residual_mad_v1	140.664	asls_residual	linear_edge	0	0.00307856	0	8	212230	0.994358
FAM000295	TumorBC2263_DNA	rescued	17669.4	15.6098	13.2322	15.6098	DNA_dR	273.15	14.851	0	49.7618	baseline_residual_mad_v1	2.61719	asls_residual	linear_edge	0	0.00281627	0	59	17665.8	0.999798
FAM000295	TumorBC2312_DNA	rescued	34070.2	12.9014	12.1038	12.9103	DNA_dR	273.15	14.851	34070.2	133.496	baseline_residual_mad_v1	20.6967	asls_residual	linear_edge	1	0.00391825	1	44	34081.7	1
FAM000296	BenignfatBC1055_DNA	rescued	25912.9	10.8185	10.3656	10.8556	DNA_dR	273.151	11.697	25912.9	38.6922	baseline_residual_mad_v1	4.33799	asls_residual	linear_edge	1	0.00149316	1	13	25859	0.997917
FAM000296	BenignfatBC1151_DNA	rescued	20191	11.024	9.39911	11.06	DNA_dR	273.151	11.697	20191	15.4051	baseline_residual_mad_v1	0.96336	asls_residual	linear_edge	1	0.000762966	1	42	20186.4	0.99977
FAM000296	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	3.69216e+06	11.8493	11.0622	11.9739	DNA_dR	273.151	11.697	3.69216e+06	1924.31	baseline_residual_mad_v1	162.326	asls_residual	linear_edge	1	0.000521188	1	23	3.68744e+06	0.998722
FAM000296	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	5.26525e+06	13.7369	12.991	13.9862	DNA_dR	273.151	11.697	4.7618e+06	1035.31	baseline_residual_mad_v1	88.5722	asls_residual	linear_edge	0.904384	0.00019663	0.904384	25	5.25366e+06	0.9978
FAM000296	NormalBC2263_DNA	duplicate_assigned	2.4015e+06	12.8039	10.7807	12.9285	DNA_dR	273.151	11.697	1.9415e+06	2573.06	baseline_residual_mad_v1	137.587	asls_residual	linear_edge	0.808452	0.00107144	0.808452	57	2.39913e+06	0.999013
FAM000296	NormalBC2312_DNA	duplicate_assigned	2.72704e+06	13.2696	13.1127	13.5179	DNA_dR	273.151	11.697	2.72704e+06	758.293	baseline_residual_mad_v1	120.206	asls_residual	linear_edge	1	0.000278064	1	11	2.71944e+06	0.997212
FAM000296	TumorBC2263_DNA	duplicate_assigned	6408.65	11.792	11.1764	11.792	DNA_dR	273.151	11.697	0	1045.9	baseline_residual_mad_v1	102.584	asls_residual	linear_edge	0	0.163201	0	17	6334.99	0.988506
FAM000296	TumorBC2312_DNA	duplicate_assigned	3.50463e+06	11.697	10.8983	11.8602	DNA_dR	273.151	11.697	3.33048e+06	4115.56	baseline_residual_mad_v1	425.186	asls_residual	linear_edge	0.950311	0.00117432	0.950311	43	3.49141e+06	0.996229
FAM000297	BenignfatBC1055_DNA	rescued	821622	14.8095	13.1776	14.8095	DNA_dR	273.151	11.8493	0	826.174	baseline_residual_mad_v1	50.3583	asls_residual	linear_edge	0	0.00100554	0	44	820828	0.999033
FAM000297	BenignfatBC1151_DNA	duplicate_assigned	20191	11.024	9.39911	11.06	DNA_dR	273.151	11.8493	20191	16.2673	baseline_residual_mad_v1	1.01728	asls_residual	linear_edge	1	0.000805672	1	42	20186.6	0.999779
FAM000297	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	3.69216e+06	11.8493	11.0622	11.9739	DNA_dR	273.151	11.8493	3.69216e+06	1919.19	baseline_residual_mad_v1	161.906	asls_residual	linear_edge	1	0.000519802	1	23	3.68744e+06	0.998723
FAM000297	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	5.26525e+06	13.7369	12.991	13.9862	DNA_dR	273.151	11.8493	4.7618e+06	2829.91	baseline_residual_mad_v1	242.151	asls_residual	linear_edge	0.904384	0.000537469	0.904384	25	5.25427e+06	0.997915
FAM000297	NormalBC2263_DNA	duplicate_assigned	2.4015e+06	12.8039	10.7807	12.9285	DNA_dR	273.151	11.8493	1.9415e+06	2487.59	baseline_residual_mad_v1	133.016	asls_residual	linear_edge	0.808452	0.00103585	0.808452	57	2.39916e+06	0.999026
FAM000297	NormalBC2312_DNA	duplicate_assigned	2.72704e+06	13.2696	13.1127	13.5179	DNA_dR	273.151	11.8493	2.72704e+06	909.634	baseline_residual_mad_v1	146.797	asls_residual	linear_edge	1	0.000333561	1	11	2.71948e+06	0.997228
FAM000297	TumorBC2263_DNA	rescued	6408.65	11.792	11.1764	11.792	DNA_dR	273.151	11.8493	0	1082.35	baseline_residual_mad_v1	106.185	asls_residual	linear_edge	0	0.168889	0	17	6334.97	0.988503
FAM000297	TumorBC2312_DNA	duplicate_assigned	3.50463e+06	11.697	10.8983	11.8602	DNA_dR	273.151	11.8493	3.33048e+06	3473.99	baseline_residual_mad_v1	384.171	asls_residual	linear_edge	0.950311	0.000991259	0.950311	43	3.49146e+06	0.996243
FAM000298	BenignfatBC1055_DNA	duplicate_assigned	54702.8	13.0947	10.8947	13.1362	DNA_dR	273.151	12.8039	54702.8	1410.03	baseline_residual_mad_v1	71.8262	asls_residual	linear_edge	1	0.0257761	1	63	58521.2	1
FAM000298	BenignfatBC1151_DNA	duplicate_assigned	55781.7	13.1005	11.098	13.1416	DNA_dR	273.151	12.8039	55781.7	589.758	baseline_residual_mad_v1	30.3519	asls_residual	linear_edge	1	0.0105726	1	62	67133.5	1
FAM000298	Breast_Cancer_Tissue_pooled_QC3	rescued	84910.1	12.8409	12.7998	12.8824	DNA_dR	273.151	12.8039	55495	978.187	baseline_residual_mad_v1	227.809	asls_residual	linear_edge	0.653574	0.0115203	0.653574	3	84073.3	0.990146
FAM000298	Breast_Cancer_Tissue_pooled_QC5	rescued	68402.1	12.8255	11.6247	12.8667	DNA_dR	273.151	12.8039	68402.1	4461.11	baseline_residual_mad_v1	321.285	asls_residual	linear_edge	1	0.0652189	1	37	68713.2	1
FAM000298	NormalBC2263_DNA	duplicate_assigned	2.4015e+06	12.8039	10.7807	12.9285	DNA_dR	273.151	12.8039	1.9415e+06	2426.61	baseline_residual_mad_v1	129.758	asls_residual	linear_edge	0.808452	0.00101046	0.808452	57	2.39938e+06	0.999119
FAM000298	NormalBC2312_DNA	rescued	39481.1	13.043	11.2927	13.084	DNA_dR	273.151	12.8039	39481.1	2523.64	baseline_residual_mad_v1	177.583	asls_residual	linear_edge	1	0.0639202	1	68	41763.6	1
FAM000298	TumorBC2263_DNA	duplicate_assigned	1.59954e+06	10.9271	10.8855	11.1348	DNA_dR	273.151	12.8039	672744	184.559	baseline_residual_mad_v1	28.1808	asls_residual	linear_edge	0.420585	0.000115382	0.420585	7	1.59717e+06	0.998515
FAM000298	TumorBC2312_DNA	duplicate_assigned	3.50463e+06	11.697	10.8983	11.8602	DNA_dR	273.151	12.8039	3.33048e+06	1930.64	baseline_residual_mad_v1	208.374	asls_residual	linear_edge	0.950311	0.000550884	0.950311	43	3.49143e+06	0.996234
FAM000299	BenignfatBC1055_DNA	duplicate_assigned	3.51277e+06	14.851	13.1776	14.9757	DNA_dR	273.151	15.4726	2.13449e+06	3370.32	baseline_residual_mad_v1	195.227	asls_residual	linear_edge	0.607638	0.00095945	0.607638	48	3.5079e+06	0.998614
FAM000299	BenignfatBC1151_DNA	duplicate_assigned	1.41427e+06	15.4726	13.183	15.5554	DNA_dR	273.151	15.4726	791495	1163.66	baseline_residual_mad_v1	58.5854	asls_residual	linear_edge	0.55965	0.000822801	0.55965	64	1.41287e+06	0.999013
FAM000299	Breast_Cancer_Tissue_pooled_QC3	rescued	71490.3	17.0784	13.0069	17.1201	DNA_dR	273.151	15.4726	19038.7	98.4918	baseline_residual_mad_v1	3.92831	asls_residual	linear_edge	0.266312	0.0013777	0.266312	102	71609.9	1
FAM000299	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	5.26525e+06	13.7369	12.991	13.9862	DNA_dR	273.151	15.4726	4.7618e+06	597.647	baseline_residual_mad_v1	102.312	asls_residual	linear_edge	0.904384	0.000113508	0.904384	25	5.25495e+06	0.998044
FAM000299	NormalBC2263_DNA	duplicate_assigned	2.09027e+06	12.8039	12.7626	12.9701	DNA_dR	273.151	15.4726	420278	529.433	baseline_residual_mad_v1	86.9561	asls_residual	linear_edge	0.201064	0.000253285	0.201064	6	2.08407e+06	0.997036
FAM000299	NormalBC2312_DNA	duplicate_assigned	338057	13.9251	13.642	13.967	DNA_dR	273.151	15.4726	338057	340.441	baseline_residual_mad_v1	66.0975	asls_residual	linear_edge	1	0.00100705	1	9	336624	0.99576
FAM000299	TumorBC2312_DNA	rescued	101694	17.2044	12.9014	17.2611	DNA_dR	273.151	15.4726	43935.9	101.326	baseline_residual_mad_v1	7.214	asls_residual	linear_edge	0.432042	0.000996384	0.432042	201	102564	1
FAM000300	Breast_Cancer_Tissue_pooled_QC5	detected	188154	19.3334	19.2152	19.4043	DNA_dR	273.156	19.3334	188154	63.7484	baseline_residual_mad_v1	22.6153	asls_residual	linear_edge	1	0.00033881	1	10	187428	0.996142
FAM000300	NormalBC2312_DNA	rescued	30302.6	20.5776	18.098	20.6189	DNA_dR	273.156	19.3334	30302.6	21.849	baseline_residual_mad_v1	1.15301	asls_residual	linear_edge	1	0.000721028	1	78	30290	0.999587
FAM000300	TumorBC2312_DNA	rescued	29850.6	17.2044	17.1591	17.2044	DNA_dR	273.156	19.3334	0	4.9515	baseline_residual_mad_v1	1.92549	asls_residual	linear_edge	0	0.000165876	0	4	29830.8	0.999336
FAM000301	BenignfatBC1055_DNA	duplicate_assigned	124395	12.6007	12.6007	12.642	DNA_dR	274.14	12.2276	0	46.0908	baseline_residual_mad_v1	13.1746	asls_residual	linear_edge	0	0.000370519	0	2	124339	0.999548
FAM000301	BenignfatBC1151_DNA	duplicate_assigned	62880.4	12.5847	12.5847	12.6261	DNA_dR	274.14	12.2276	0	65.7279	baseline_residual_mad_v1	18.834	asls_residual	linear_edge	0	0.00104528	0	2	62837.1	0.999311
FAM000301	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	465903	12.1399	12.0984	12.2225	DNA_dR	274.14	12.2276	203003	152.14	baseline_residual_mad_v1	30.7609	asls_residual	linear_edge	0.435718	0.000326549	0.435718	4	465511	0.999159
FAM000301	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	340316	12.4051	12.3217	12.4461	DNA_dR	274.14	12.2276	208711	108.864	baseline_residual_mad_v1	23.5588	asls_residual	linear_edge	0.613285	0.000319889	0.613285	4	340071	0.999278
FAM000301	NormalBC2263_DNA	duplicate_assigned	483640	12.6383	12.6383	12.7626	DNA_dR	274.14	12.2276	0	177.292	baseline_residual_mad_v1	35.7879	asls_residual	linear_edge	0	0.000366579	0	4	483164	0.999015
FAM000301	NormalBC2312_DNA	duplicate_assigned	888850	12.6105	11.5849	12.7741	DNA_dR	274.14	12.2276	888850	533.932	baseline_residual_mad_v1	45.1908	asls_residual	linear_edge	1	0.0006007	1	47	887804	0.998823
FAM000301	TumorBC2312_DNA	detected	886665	12.2276	12.1038	12.2693	DNA_dR	274.14	12.2276	202098	172.947	baseline_residual_mad_v1	55.0435	asls_residual	linear_edge	0.227931	0.000195054	0.227931	5	885677	0.998886
FAM000302	BenignfatBC1055_DNA	duplicate_assigned	124395	12.6007	12.6007	12.642	DNA_dR	274.141	12.1399	0	45.2075	baseline_residual_mad_v1	12.9247	asls_residual	linear_edge	0	0.000363418	0	2	124339	0.999548
FAM000302	BenignfatBC1151_DNA	duplicate_assigned	62880.4	12.5847	12.5847	12.6261	DNA_dR	274.141	12.1399	0	67.1617	baseline_residual_mad_v1	19.2467	asls_residual	linear_edge	0	0.00106809	0	2	62837.1	0.999311
FAM000302	Breast_Cancer_Tissue_pooled_QC3	detected	465903	12.1399	12.0984	12.2225	DNA_dR	274.141	12.1399	203003	151.998	baseline_residual_mad_v1	30.7286	asls_residual	linear_edge	0.435718	0.000326243	0.435718	4	465511	0.999158
FAM000302	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	340316	12.4051	12.3217	12.4461	DNA_dR	274.141	12.1399	208711	107.969	baseline_residual_mad_v1	23.3651	asls_residual	linear_edge	0.613285	0.00031726	0.613285	4	340071	0.999278
FAM000302	NormalBC2263_DNA	duplicate_assigned	483640	12.6383	12.6383	12.7626	DNA_dR	274.141	12.1399	0	175.874	baseline_residual_mad_v1	35.5016	asls_residual	linear_edge	0	0.000363646	0	4	483164	0.999016
FAM000302	NormalBC2312_DNA	duplicate_assigned	832806	12.6105	12.5692	12.7741	DNA_dR	274.141	12.1399	554910	198.828	baseline_residual_mad_v1	47.0993	asls_residual	linear_edge	0.666313	0.000238744	0.666313	6	831866	0.998871
FAM000302	TumorBC2312_DNA	duplicate_assigned	886665	12.2276	12.1038	12.2693	DNA_dR	274.141	12.1399	202098	169.975	baseline_residual_mad_v1	55.1225	asls_residual	linear_edge	0.227931	0.000191701	0.227931	5	885678	0.998887
FAM000303	BenignfatBC1055_DNA	duplicate_assigned	124395	12.6007	12.6007	12.642	DNA_dR	274.141	12.4051	0	45.8814	baseline_residual_mad_v1	13.1147	asls_residual	linear_edge	0	0.000368836	0	2	124339	0.999548
FAM000303	BenignfatBC1151_DNA	duplicate_assigned	62880.4	12.5847	12.5847	12.6261	DNA_dR	274.141	12.4051	0	66.8618	baseline_residual_mad_v1	19.1608	asls_residual	linear_edge	0	0.00106332	0	2	62837	0.99931
FAM000303	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	465903	12.1399	12.0984	12.2225	DNA_dR	274.141	12.4051	203003	151.691	baseline_residual_mad_v1	30.6413	asls_residual	linear_edge	0.435718	0.000325584	0.435718	4	465511	0.999158
FAM000303	Breast_Cancer_Tissue_pooled_QC5	detected	340316	12.4051	12.3217	12.4461	DNA_dR	274.141	12.4051	208711	109.498	baseline_residual_mad_v1	23.6962	asls_residual	linear_edge	0.613285	0.000321755	0.613285	4	340070	0.999277
FAM000303	NormalBC2263_DNA	duplicate_assigned	483640	12.6383	12.6383	12.7626	DNA_dR	274.141	12.4051	0	179.68	baseline_residual_mad_v1	36.2709	asls_residual	linear_edge	0	0.000371517	0	4	483163	0.999014
FAM000303	NormalBC2312_DNA	duplicate_assigned	832806	12.6105	12.5692	12.7741	DNA_dR	274.141	12.4051	554910	205.73	baseline_residual_mad_v1	48.7343	asls_residual	linear_edge	0.666313	0.000247032	0.666313	6	831864	0.998869
FAM000303	TumorBC2312_DNA	duplicate_assigned	886665	12.2276	12.1038	12.2693	DNA_dR	274.141	12.4051	202098	168.283	baseline_residual_mad_v1	53.2639	asls_residual	linear_edge	0.227931	0.000189794	0.227931	5	885676	0.998885
FAM000304	BenignfatBC1055_DNA	detected	124395	12.6007	12.6007	12.642	DNA_dR	274.141	12.4699	0	46.4802	baseline_residual_mad_v1	13.2859	asls_residual	linear_edge	0	0.00037365	0	2	124339	0.999547
FAM000304	BenignfatBC1151_DNA	rescued	178096	12.6673	12.6673	12.7909	DNA_dR	274.141	12.4699	6079.1	94.7902	baseline_residual_mad_v1	19.2062	asls_residual	linear_edge	0.0341337	0.00053224	0.0341337	4	177879	0.99878
FAM000304	Breast_Cancer_Tissue_pooled_QC3	detected	465903	12.1399	12.0984	12.2225	DNA_dR	274.141	12.4699	203003	151.998	baseline_residual_mad_v1	30.7286	asls_residual	linear_edge	0.435718	0.000326243	0.435718	4	465511	0.999158
FAM000304	Breast_Cancer_Tissue_pooled_QC5	detected	340316	12.4051	12.3217	12.4461	DNA_dR	274.141	12.4699	208711	109.498	baseline_residual_mad_v1	23.6962	asls_residual	linear_edge	0.613285	0.000321755	0.613285	4	340070	0.999277
FAM000304	NormalBC2263_DNA	detected	483640	12.6383	12.6383	12.7626	DNA_dR	274.141	12.4699	0	180.6	baseline_residual_mad_v1	36.4578	asls_residual	linear_edge	0	0.000373419	0	4	483163	0.999013
FAM000304	NormalBC2312_DNA	rescued	888850	12.6105	11.5849	12.7741	DNA_dR	274.141	12.4699	888850	533.932	baseline_residual_mad_v1	45.1908	asls_residual	linear_edge	1	0.0006007	1	47	887804	0.998823
FAM000304	TumorBC2312_DNA	detected	886665	12.2276	12.1038	12.2693	DNA_dR	274.141	12.4699	202098	172.947	baseline_residual_mad_v1	55.0435	asls_residual	linear_edge	0.227931	0.000195054	0.227931	5	885677	0.998886
FAM000305	BenignfatBC1055_DNA	duplicate_assigned	124395	12.6007	12.6007	12.642	DNA_dR	274.141	12.6105	0	46.2425	baseline_residual_mad_v1	13.2179	asls_residual	linear_edge	0	0.000371738	0	2	124339	0.999547
FAM000305	BenignfatBC1151_DNA	duplicate_assigned	62880.4	12.5847	12.5847	12.6261	DNA_dR	274.141	12.6105	0	66.3438	baseline_residual_mad_v1	19.0123	asls_residual	linear_edge	0	0.00105508	0	2	62837	0.999309
FAM000305	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	465903	12.1399	12.0984	12.2225	DNA_dR	274.141	12.6105	203003	150.592	baseline_residual_mad_v1	30.3963	asls_residual	linear_edge	0.435718	0.000323225	0.435718	4	465511	0.999159
FAM000305	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	17660.2	12.5285	12.4873	12.5285	DNA_dR	274.141	12.6105	0	77.6127	baseline_residual_mad_v1	24.0514	asls_residual	linear_edge	0	0.00439477	0	2	17612.1	0.997275
FAM000305	NormalBC2263_DNA	duplicate_assigned	483640	12.6383	12.6383	12.7626	DNA_dR	274.141	12.6105	0	180.291	baseline_residual_mad_v1	36.3954	asls_residual	linear_edge	0	0.00037278	0	4	483163	0.999013
FAM000305	NormalBC2312_DNA	detected	832806	12.6105	12.5692	12.7741	DNA_dR	274.141	12.6105	554910	211.12	baseline_residual_mad_v1	50.0121	asls_residual	linear_edge	0.666313	0.000253505	0.666313	6	831863	0.998868
FAM000305	TumorBC2312_DNA	duplicate_assigned	886665	12.2276	12.1038	12.2693	DNA_dR	274.141	12.6105	202098	160.316	baseline_residual_mad_v1	50.7423	asls_residual	linear_edge	0.227931	0.000180808	0.227931	5	885674	0.998883
FAM000306	BenignfatBC1055_DNA	duplicate_assigned	124395	12.6007	12.6007	12.642	DNA_dR	274.141	12.6383	0	46.1371	baseline_residual_mad_v1	13.1905	asls_residual	linear_edge	0	0.000370891	0	2	124339	0.999547
FAM000306	BenignfatBC1151_DNA	rescued	178096	12.6673	12.6673	12.7909	DNA_dR	274.141	12.6383	6079.1	94.7902	baseline_residual_mad_v1	19.2062	asls_residual	linear_edge	0.0341337	0.00053224	0.0341337	4	177879	0.99878
FAM000306	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	465903	12.1399	12.0984	12.2225	DNA_dR	274.141	12.6383	203003	151.111	baseline_residual_mad_v1	30.4993	asls_residual	linear_edge	0.435718	0.000324341	0.435718	4	465511	0.999159
FAM000306	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	17660.2	12.5285	12.4873	12.5285	DNA_dR	274.141	12.6383	0	78.1857	baseline_residual_mad_v1	24.2095	asls_residual	linear_edge	0	0.00442722	0	2	17612.1	0.997274
