feature_family_id	sample_stem	status	area	apex_rt	peak_start_rt	peak_end_rt	neutral_loss_tag	family_center_mz	family_center_rt	area_baseline_corrected	area_uncertainty	area_uncertainty_formula_version	baseline_residual_mad	area_uncertainty_noise_source	baseline_type	baseline_score	uncertainty_fraction	baseline_fraction	integration_scan_count	area_baseline_corrected_asls	baseline_score_asls
FAM000833	NormalBC2312_DNA	detected	1.30854e+06	14.2997	14.2166	14.4242	DNA_dR	303.114	14.2783	672148	441.958	baseline_residual_mad_v1	118.012	asls_residual	linear_edge	0.513662	0.000337749	0.513662	6	1.30609e+06	0.99813
FAM000833	TumorBC2263_DNA	rescued	65530.7	14.3717	12.9985	14.4132	DNA_dR	303.114	14.2783	65530.7	192.784	baseline_residual_mad_v1	12.9932	asls_residual	linear_edge	1	0.00294189	1	36	65484.2	0.99929
FAM000833	TumorBC2312_DNA	rescued	1.9785e+06	14.2634	13.3488	14.379	DNA_dR	303.114	14.2783	1.22947e+06	683.638	baseline_residual_mad_v1	89.2813	asls_residual	linear_edge	0.621413	0.000345533	0.621413	49	1.9747e+06	0.998079
FAM000834	BenignfatBC1055_DNA	rescued	232681	14.3525	14.3525	14.4356	DNA_dR	303.114	14.3556	0	223.529	baseline_residual_mad_v1	51.9465	asls_residual	linear_edge	0	0.000960669	0	3	232314	0.998422
FAM000834	BenignfatBC1151_DNA	detected	482469	14.3556	14.3556	14.4797	DNA_dR	303.114	14.3556	41909.8	300.63	baseline_residual_mad_v1	60.7552	asls_residual	linear_edge	0.0868652	0.000623107	0.0868652	4	481804	0.998621
FAM000834	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	863678	14.0964	14.0549	14.3034	DNA_dR	303.114	14.3556	267996	428.658	baseline_residual_mad_v1	65.2095	asls_residual	linear_edge	0.310297	0.000496317	0.310297	7	861840	0.997872
FAM000834	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	451839	14.1107	14.0277	14.1522	DNA_dR	303.114	14.3556	240208	240.483	baseline_residual_mad_v1	51.8133	asls_residual	linear_edge	0.531622	0.000532231	0.531622	4	451336	0.998885
FAM000834	NormalBC2263_DNA	rescued	1.59741e+06	14.3764	14.0867	14.583	DNA_dR	303.114	14.3556	1.23547e+06	1154.41	baseline_residual_mad_v1	128.757	asls_residual	linear_edge	0.773418	0.000722677	0.773418	13	1.59308e+06	0.997288
FAM000834	NormalBC2312_DNA	duplicate_assigned	1.30854e+06	14.2997	14.2166	14.4242	DNA_dR	303.114	14.3556	672148	439.577	baseline_residual_mad_v1	117.174	asls_residual	linear_edge	0.513662	0.000335929	0.513662	6	1.30609e+06	0.99813
FAM000834	TumorBC2263_DNA	rescued	65530.7	14.3717	12.9985	14.4132	DNA_dR	303.114	14.3556	65530.7	192.29	baseline_residual_mad_v1	12.9594	asls_residual	linear_edge	1	0.00293435	1	36	65484.2	0.99929
FAM000834	TumorBC2312_DNA	duplicate_assigned	1.9785e+06	14.2634	13.3488	14.379	DNA_dR	303.114	14.3556	1.22947e+06	647.324	baseline_residual_mad_v1	84.7164	asls_residual	linear_edge	0.621413	0.000327179	0.621413	49	1.9747e+06	0.99808
FAM000835	BenignfatBC1151_DNA	rescued	31102.4	21.3007	21.3007	21.3422	DNA_dR	304.103	19.3632	0	146.65	baseline_residual_mad_v1	41.6332	asls_residual	linear_edge	0	0.00471506	0	2	31060.1	0.99864
FAM000835	Breast_Cancer_Tissue_pooled_QC3	rescued	7.46506e+06	21.6825	21.433	21.8486	DNA_dR	304.103	19.3632	5.65924e+06	4883.09	baseline_residual_mad_v1	590.828	asls_residual	linear_edge	0.758097	0.000654126	0.758097	11	7.43641e+06	0.996162
FAM000835	Breast_Cancer_Tissue_pooled_QC5	detected	95960.5	19.3632	19.2293	19.4043	DNA_dR	304.103	19.3632	95960.5	251.262	baseline_residual_mad_v1	94.8108	asls_residual	linear_edge	1	0.00261839	1	9	99041.8	1
FAM000835	NormalBC2263_DNA	rescued	2.52262e+06	21.8905	17.8467	22.0152	DNA_dR	304.103	19.3632	827269	3622.3	baseline_residual_mad_v1	142.554	asls_residual	linear_edge	0.32794	0.00143592	0.32794	104	2.55185e+06	1
FAM000835	NormalBC2312_DNA	rescued	1.80206e+06	22.1968	21.4481	22.3631	DNA_dR	304.103	19.3632	1.44789e+06	1735.26	baseline_residual_mad_v1	168.402	asls_residual	linear_edge	0.803465	0.000962932	0.803465	23	1.77706e+06	0.986123
FAM000835	TumorBC2263_DNA	rescued	1.16862e+06	20.8635	20.7804	20.9881	DNA_dR	304.103	19.3632	361635	526.393	baseline_residual_mad_v1	86.3196	asls_residual	linear_edge	0.309455	0.000450441	0.309455	6	1.16699e+06	0.998608
FAM000835	TumorBC2312_DNA	rescued	1.89008e+07	21.726	21.4897	21.9322	DNA_dR	304.103	19.3632	1.637e+07	3159.58	baseline_residual_mad_v1	708.474	asls_residual	linear_edge	0.866103	0.000167166	0.866103	12	1.87833e+07	0.993781
FAM000836	BenignfatBC1055_DNA	rescued	25628.7	14.5604	14.0619	14.5604	DNA_dR	305.136	15.172	0	825.199	baseline_residual_mad_v1	91.8572	asls_residual	linear_edge	0	0.0321983	0	13	25583.6	0.99824
FAM000836	BenignfatBC1151_DNA	rescued	16369.1	14.8106	14.7692	14.8106	DNA_dR	305.136	15.172	0	667.639	baseline_residual_mad_v1	190.328	asls_residual	linear_edge	0	0.0407866	0	2	16290.4	0.995194
FAM000836	Breast_Cancer_Tissue_pooled_QC3	rescued	25951.4	14.6555	14.6216	14.6555	DNA_dR	305.136	15.172	0	11.0354	baseline_residual_mad_v1	3.14335	asls_residual	linear_edge	0	0.000425235	0	2	25939.6	0.999547
FAM000836	Breast_Cancer_Tissue_pooled_QC5	rescued	157740	15.1682	15.1682	15.2091	DNA_dR	305.136	15.172	0	16.9705	baseline_residual_mad_v1	7.01544	asls_residual	linear_edge	0	0.000107585	0	2	157690	0.999679
FAM000836	NormalBC2263_DNA	rescued	14020	17.3496	13.0532	17.3496	DNA_dR	305.136	15.172	0	29.8826	baseline_residual_mad_v1	1.17299	asls_residual	linear_edge	0	0.00213143	0	105	14016.6	0.999762
FAM000836	NormalBC2312_DNA	rescued	4778.13	14.9526	13.6007	14.9526	DNA_dR	305.136	15.172	0	40.6645	baseline_residual_mad_v1	3.6498	asls_residual	linear_edge	0	0.00851055	0	42	4776.84	0.99973
FAM000836	TumorBC2263_DNA	rescued	13929.9	15.6511	12.6195	15.6511	DNA_dR	305.136	15.172	0	14.6146	baseline_residual_mad_v1	0.667939	asls_residual	linear_edge	0	0.00104916	0	78	13927.3	0.999815
FAM000836	TumorBC2312_DNA	detected	128463	15.172	15.172	15.2139	DNA_dR	305.136	15.172	0	10.61	baseline_residual_mad_v1	7.69941	asls_residual	linear_edge	0	8.25918e-05	0	2	128436	0.99979
FAM000837	BenignfatBC1055_DNA	duplicate_assigned	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	18.9964	5.87388e+06	9442.46	baseline_residual_mad_v1	473.072	asls_residual	linear_edge	0.810712	0.00130325	0.810712	64	7.22434e+06	0.997102
FAM000837	BenignfatBC1151_DNA	duplicate_assigned	1.16227e+07	19.6504	19.3694	19.8481	DNA_dR	306.118	18.9964	8.90285e+06	8423.72	baseline_residual_mad_v1	937.902	asls_residual	linear_edge	0.765987	0.000724763	0.765987	13	1.15768e+07	0.996047
FAM000837	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	5.72074e+06	19.0209	18.814	19.0961	DNA_dR	306.118	18.9964	3.31396e+06	4547.53	baseline_residual_mad_v1	645.301	asls_residual	linear_edge	0.579289	0.000794921	0.579289	8	5.70121e+06	0.996587
FAM000837	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	399075	19.2655	19.1597	19.2796	DNA_dR	306.118	18.9964	28769.4	1536.08	baseline_residual_mad_v1	544.938	asls_residual	linear_edge	0.0720901	0.0038491	0.0720901	10	376903	0.944441
FAM000837	NormalBC2263_DNA	duplicate_assigned	8.05285e+06	19.3587	19.2867	19.6872	DNA_dR	306.118	18.9964	2.50165e+06	11116.9	baseline_residual_mad_v1	1237.75	asls_residual	linear_edge	0.310653	0.00138049	0.310653	13	8.00342e+06	0.993862
FAM000837	NormalBC2312_DNA	duplicate_assigned	1.06427e+07	19.5871	19.3113	19.8743	DNA_dR	306.118	18.9964	9.3877e+06	9456.62	baseline_residual_mad_v1	1105.07	asls_residual	linear_edge	0.882076	0.000888552	0.882076	19	1.05758e+07	0.993716
FAM000837	TumorBC2263_DNA	duplicate_assigned	2.14377e+06	18.2982	18.1741	18.4636	DNA_dR	306.118	18.9964	1.54216e+06	906.516	baseline_residual_mad_v1	128.784	asls_residual	linear_edge	0.719369	0.000422861	0.719369	8	2.13992e+06	0.998205
FAM000837	TumorBC2312_DNA	detected	3.03188e+06	18.9964	18.8406	19.0784	DNA_dR	306.118	18.9964	1.4402e+06	2749.73	baseline_residual_mad_v1	786.511	asls_residual	linear_edge	0.475017	0.000906938	0.475017	8	2.99075e+06	0.986435
FAM000838	BenignfatBC1055_DNA	duplicate_assigned	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	19.0209	5.87388e+06	9449.72	baseline_residual_mad_v1	473.467	asls_residual	linear_edge	0.810712	0.00130425	0.810712	64	7.22443e+06	0.997114
FAM000838	BenignfatBC1151_DNA	duplicate_assigned	1.16227e+07	19.6504	19.3694	19.8481	DNA_dR	306.118	19.0209	8.90285e+06	8149.84	baseline_residual_mad_v1	907.388	asls_residual	linear_edge	0.765987	0.000701199	0.765987	13	1.15768e+07	0.996045
FAM000838	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	5.72074e+06	19.0209	18.814	19.0961	DNA_dR	306.118	19.0209	3.31396e+06	4530.52	baseline_residual_mad_v1	642.866	asls_residual	linear_edge	0.579289	0.000791948	0.579289	8	5.70121e+06	0.996587
FAM000838	Breast_Cancer_Tissue_pooled_QC5	rescued	399075	19.2655	19.1597	19.2796	DNA_dR	306.118	19.0209	28769.4	1518.67	baseline_residual_mad_v1	543.646	asls_residual	linear_edge	0.0720901	0.00380547	0.0720901	10	376903	0.944441
FAM000838	NormalBC2263_DNA	duplicate_assigned	8.05285e+06	19.3587	19.2867	19.6872	DNA_dR	306.118	19.0209	2.50165e+06	11084.8	baseline_residual_mad_v1	1234.15	asls_residual	linear_edge	0.310653	0.0013765	0.310653	13	8.00343e+06	0.993863
FAM000838	NormalBC2312_DNA	duplicate_assigned	1.06427e+07	19.5871	19.3113	19.8743	DNA_dR	306.118	19.0209	9.3877e+06	9716.68	baseline_residual_mad_v1	1134.15	asls_residual	linear_edge	0.882076	0.000912988	0.882076	19	1.05758e+07	0.99371
FAM000838	TumorBC2263_DNA	duplicate_assigned	2.14377e+06	18.2982	18.1741	18.4636	DNA_dR	306.118	19.0209	1.54216e+06	906.516	baseline_residual_mad_v1	128.784	asls_residual	linear_edge	0.719369	0.000422861	0.719369	8	2.13992e+06	0.998205
FAM000838	TumorBC2312_DNA	duplicate_assigned	3.03188e+06	18.9964	18.8406	19.0784	DNA_dR	306.118	19.0209	1.4402e+06	2504.02	baseline_residual_mad_v1	727.91	asls_residual	linear_edge	0.475017	0.000825897	0.475017	8	2.99076e+06	0.986438
FAM000839	BenignfatBC1055_DNA	duplicate_assigned	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	19.1343	5.87388e+06	9504.01	baseline_residual_mad_v1	476.191	asls_residual	linear_edge	0.810712	0.00131174	0.810712	64	7.22461e+06	0.997139
FAM000839	BenignfatBC1151_DNA	duplicate_assigned	1.16227e+07	19.6504	19.3694	19.8481	DNA_dR	306.118	19.1343	8.90285e+06	7959.69	baseline_residual_mad_v1	886.254	asls_residual	linear_edge	0.765987	0.000684839	0.765987	13	1.15767e+07	0.996043
FAM000839	Breast_Cancer_Tissue_pooled_QC3	detected	1.96729e+06	19.1343	19.1343	19.355	DNA_dR	306.118	19.1343	0	4281.52	baseline_residual_mad_v1	649.483	asls_residual	linear_edge	0	0.00217635	0	7	1.95364e+06	0.993062
FAM000839	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	1.5884e+07	19.4743	19.2152	19.7976	DNA_dR	306.118	19.1343	1.40198e+07	2066.38	baseline_residual_mad_v1	518.356	asls_residual	linear_edge	0.882641	0.000130092	0.882641	20	1.57661e+07	0.992582
FAM000839	NormalBC2263_DNA	duplicate_assigned	3.17424e+06	19.2036	19.0796	19.2454	DNA_dR	306.118	19.1343	858050	6898.35	baseline_residual_mad_v1	1238.34	asls_residual	linear_edge	0.270316	0.00217323	0.270316	5	3.15274e+06	0.993226
FAM000839	NormalBC2312_DNA	duplicate_assigned	5.18558e+06	19.4765	19.3113	19.5433	DNA_dR	306.118	19.1343	2.02853e+06	6386.85	baseline_residual_mad_v1	1187.72	asls_residual	linear_edge	0.391186	0.00123166	0.391186	7	5.15677e+06	0.994444
FAM000839	TumorBC2263_DNA	duplicate_assigned	2.14377e+06	18.2982	18.1741	18.4636	DNA_dR	306.118	19.1343	1.54216e+06	958.896	baseline_residual_mad_v1	136.192	asls_residual	linear_edge	0.719369	0.000447294	0.719369	8	2.13993e+06	0.998208
FAM000839	TumorBC2312_DNA	duplicate_assigned	6.8641e+06	19.1878	19.097	19.4598	DNA_dR	306.118	19.1343	4.01187e+06	4128.9	baseline_residual_mad_v1	810.159	asls_residual	linear_edge	0.584471	0.000601521	0.584471	17	6.80252e+06	0.991029
FAM000840	BenignfatBC1055_DNA	duplicate_assigned	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	19.1878	5.87388e+06	9432.59	baseline_residual_mad_v1	472.609	asls_residual	linear_edge	0.810712	0.00130188	0.810712	64	7.22477e+06	0.997162
FAM000840	BenignfatBC1151_DNA	duplicate_assigned	5.42972e+06	19.5346	19.3694	19.6177	DNA_dR	306.118	19.1878	1.45781e+06	5880.1	baseline_residual_mad_v1	892.267	asls_residual	linear_edge	0.268487	0.00108295	0.268487	7	5.4059e+06	0.995612
FAM000840	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	1.96729e+06	19.1343	19.1343	19.355	DNA_dR	306.118	19.1878	0	4262.76	baseline_residual_mad_v1	646.637	asls_residual	linear_edge	0	0.00216681	0	7	1.95364e+06	0.993062
FAM000840	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	1.5884e+07	19.4743	19.2152	19.7976	DNA_dR	306.118	19.1878	1.40198e+07	1982.93	baseline_residual_mad_v1	501.933	asls_residual	linear_edge	0.882641	0.000124839	0.882641	20	1.57662e+07	0.992585
FAM000840	NormalBC2263_DNA	duplicate_assigned	3.17424e+06	19.2036	19.0796	19.2454	DNA_dR	306.118	19.1878	858050	6887.02	baseline_residual_mad_v1	1236.29	asls_residual	linear_edge	0.270316	0.00216966	0.270316	5	3.15275e+06	0.993228
FAM000840	NormalBC2312_DNA	duplicate_assigned	5.18558e+06	19.4765	19.3113	19.5433	DNA_dR	306.118	19.1878	2.02853e+06	6541.99	baseline_residual_mad_v1	1197.97	asls_residual	linear_edge	0.391186	0.00126157	0.391186	7	5.15675e+06	0.99444
FAM000840	TumorBC2263_DNA	duplicate_assigned	2.14377e+06	18.2982	18.1741	18.4636	DNA_dR	306.118	19.1878	1.54216e+06	960.776	baseline_residual_mad_v1	136.459	asls_residual	linear_edge	0.719369	0.000448171	0.719369	8	2.13993e+06	0.998208
FAM000840	TumorBC2312_DNA	duplicate_assigned	6.8641e+06	19.1878	19.097	19.4598	DNA_dR	306.118	19.1878	4.01187e+06	4912.26	baseline_residual_mad_v1	932.284	asls_residual	linear_edge	0.584471	0.000715646	0.584471	17	6.80254e+06	0.991032
FAM000841	BenignfatBC1055_DNA	duplicate_assigned	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	19.2036	5.87388e+06	9432.59	baseline_residual_mad_v1	472.609	asls_residual	linear_edge	0.810712	0.00130188	0.810712	64	7.22477e+06	0.997162
FAM000841	BenignfatBC1151_DNA	rescued	5.42972e+06	19.5346	19.3694	19.6177	DNA_dR	306.118	19.2036	1.45781e+06	5880.1	baseline_residual_mad_v1	892.267	asls_residual	linear_edge	0.268487	0.00108295	0.268487	7	5.4059e+06	0.995612
FAM000841	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	1.96729e+06	19.1343	19.1343	19.355	DNA_dR	306.118	19.2036	0	4262.76	baseline_residual_mad_v1	646.637	asls_residual	linear_edge	0	0.00216681	0	7	1.95364e+06	0.993062
FAM000841	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	1.5884e+07	19.4743	19.2152	19.7976	DNA_dR	306.118	19.2036	1.40198e+07	1974.13	baseline_residual_mad_v1	492.131	asls_residual	linear_edge	0.882641	0.000124285	0.882641	20	1.57662e+07	0.992588
FAM000841	NormalBC2263_DNA	detected	3.17424e+06	19.2036	19.0796	19.2454	DNA_dR	306.118	19.2036	858050	6898.35	baseline_residual_mad_v1	1238.34	asls_residual	linear_edge	0.270316	0.00217323	0.270316	5	3.15274e+06	0.993226
FAM000841	NormalBC2312_DNA	rescued	5.18558e+06	19.4765	19.3113	19.5433	DNA_dR	306.118	19.2036	2.02853e+06	6608.76	baseline_residual_mad_v1	1192.86	asls_residual	linear_edge	0.391186	0.00127445	0.391186	7	5.15675e+06	0.994441
FAM000841	TumorBC2263_DNA	duplicate_assigned	2.14377e+06	18.2982	18.1741	18.4636	DNA_dR	306.118	19.2036	1.54216e+06	978.036	baseline_residual_mad_v1	138.902	asls_residual	linear_edge	0.719369	0.000456222	0.719369	8	2.13993e+06	0.998209
FAM000841	TumorBC2312_DNA	duplicate_assigned	6.8641e+06	19.1878	19.097	19.4598	DNA_dR	306.118	19.2036	4.01187e+06	4448.52	baseline_residual_mad_v1	856.38	asls_residual	linear_edge	0.584471	0.000648085	0.584471	17	6.80254e+06	0.991032
FAM000842	BenignfatBC1055_DNA	duplicate_assigned	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	19.3587	5.87388e+06	9533.96	baseline_residual_mad_v1	477.688	asls_residual	linear_edge	0.810712	0.00131588	0.810712	64	7.22509e+06	0.997205
FAM000842	BenignfatBC1151_DNA	duplicate_assigned	1.16227e+07	19.6504	19.3694	19.8481	DNA_dR	306.118	19.3587	8.90285e+06	8076.99	baseline_residual_mad_v1	899.399	asls_residual	linear_edge	0.765987	0.000694931	0.765987	13	1.15766e+07	0.996036
FAM000842	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	5.72074e+06	19.0209	18.814	19.0961	DNA_dR	306.118	19.3587	3.31396e+06	4549.88	baseline_residual_mad_v1	645.532	asls_residual	linear_edge	0.579289	0.000795331	0.579289	8	5.70123e+06	0.99659
FAM000842	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	1.5884e+07	19.4743	19.2152	19.7976	DNA_dR	306.118	19.3587	1.40198e+07	1871.41	baseline_residual_mad_v1	469.449	asls_residual	linear_edge	0.882641	0.000117818	0.882641	20	1.57664e+07	0.992597
FAM000842	NormalBC2263_DNA	duplicate_assigned	8.05285e+06	19.3587	19.2867	19.6872	DNA_dR	306.118	19.3587	2.50165e+06	10970.2	baseline_residual_mad_v1	1221.11	asls_residual	linear_edge	0.310653	0.00136227	0.310653	13	8.00335e+06	0.993853
FAM000842	NormalBC2312_DNA	duplicate_assigned	1.06427e+07	19.5871	19.3113	19.8743	DNA_dR	306.118	19.3587	9.3877e+06	11363	baseline_residual_mad_v1	1213.43	asls_residual	linear_edge	0.882076	0.00106767	0.882076	19	1.05754e+07	0.993678
FAM000842	TumorBC2263_DNA	duplicate_assigned	2.14377e+06	18.2982	18.1741	18.4636	DNA_dR	306.118	19.3587	1.54216e+06	1013.81	baseline_residual_mad_v1	143.977	asls_residual	linear_edge	0.719369	0.000472911	0.719369	8	2.13994e+06	0.998211
FAM000842	TumorBC2312_DNA	duplicate_assigned	6.8641e+06	19.1878	19.097	19.4598	DNA_dR	306.118	19.3587	4.01187e+06	5582.32	baseline_residual_mad_v1	1052.99	asls_residual	linear_edge	0.584471	0.000813264	0.584471	17	6.80255e+06	0.991033
FAM000843	BenignfatBC1055_DNA	duplicate_assigned	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	19.4743	5.87388e+06	9436.41	baseline_residual_mad_v1	472.808	asls_residual	linear_edge	0.810712	0.00130241	0.810712	64	7.22533e+06	0.997238
FAM000843	BenignfatBC1151_DNA	duplicate_assigned	1.16227e+07	19.6504	19.3694	19.8481	DNA_dR	306.118	19.4743	8.90285e+06	7947	baseline_residual_mad_v1	884.924	asls_residual	linear_edge	0.765987	0.000683747	0.765987	13	1.15766e+07	0.996035
FAM000843	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	5.72074e+06	19.0209	18.814	19.0961	DNA_dR	306.118	19.4743	3.31396e+06	4517.59	baseline_residual_mad_v1	640.897	asls_residual	linear_edge	0.579289	0.000789687	0.579289	8	5.70125e+06	0.996593
FAM000843	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	1.5884e+07	19.4743	19.2152	19.7976	DNA_dR	306.118	19.4743	1.40198e+07	1872.98	baseline_residual_mad_v1	478.489	asls_residual	linear_edge	0.882641	0.000117916	0.882641	20	1.57668e+07	0.992623
FAM000843	NormalBC2263_DNA	duplicate_assigned	8.05285e+06	19.3587	19.2867	19.6872	DNA_dR	306.118	19.4743	2.50165e+06	11079.9	baseline_residual_mad_v1	1233.32	asls_residual	linear_edge	0.310653	0.00137589	0.310653	13	8.00337e+06	0.993855
FAM000843	NormalBC2312_DNA	duplicate_assigned	1.06427e+07	19.5871	19.3113	19.8743	DNA_dR	306.118	19.4743	9.3877e+06	11333.7	baseline_residual_mad_v1	1210	asls_residual	linear_edge	0.882076	0.00106492	0.882076	19	1.05754e+07	0.993672
FAM000843	TumorBC2263_DNA	duplicate_assigned	2.14377e+06	18.2982	18.1741	18.4636	DNA_dR	306.118	19.4743	1.54216e+06	1033.13	baseline_residual_mad_v1	146.716	asls_residual	linear_edge	0.719369	0.000481924	0.719369	8	2.13994e+06	0.998214
FAM000843	TumorBC2312_DNA	duplicate_assigned	6.8641e+06	19.1878	19.097	19.4598	DNA_dR	306.118	19.4743	4.01187e+06	7540.82	baseline_residual_mad_v1	1359.39	asls_residual	linear_edge	0.584471	0.00109859	0.584471	17	6.80245e+06	0.991019
FAM000844	BenignfatBC1055_DNA	detected	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	19.2708	5.87388e+06	9615.9	baseline_residual_mad_v1	481.866	asls_residual	linear_edge	0.810712	0.00132718	0.810712	64	7.22555e+06	0.997269
FAM000844	BenignfatBC1151_DNA	detected	1.16227e+07	19.6504	19.3694	19.8481	DNA_dR	306.118	19.2708	8.90285e+06	7964.03	baseline_residual_mad_v1	886.819	asls_residual	linear_edge	0.765987	0.000685212	0.765987	13	1.15766e+07	0.996034
FAM000844	Breast_Cancer_Tissue_pooled_QC3	rescued	5.78808e+06	19.0209	17.4105	19.0961	DNA_dR	306.118	19.2708	2.49391e+06	11232.7	baseline_residual_mad_v1	695.842	asls_residual	linear_edge	0.430871	0.00194066	0.430871	42	5.76724e+06	0.9964
FAM000844	Breast_Cancer_Tissue_pooled_QC5	detected	1.5884e+07	19.4743	19.2152	19.7976	DNA_dR	306.118	19.2708	1.40198e+07	1872.98	baseline_residual_mad_v1	478.489	asls_residual	linear_edge	0.882641	0.000117916	0.882641	20	1.57668e+07	0.992623
FAM000844	NormalBC2263_DNA	detected	8.05285e+06	19.3587	19.2867	19.6872	DNA_dR	306.118	19.2708	2.50165e+06	10970.2	baseline_residual_mad_v1	1221.11	asls_residual	linear_edge	0.310653	0.00136227	0.310653	13	8.00335e+06	0.993853
FAM000844	NormalBC2312_DNA	detected	1.06427e+07	19.5871	19.3113	19.8743	DNA_dR	306.118	19.2708	9.3877e+06	12559.4	baseline_residual_mad_v1	1259.88	asls_residual	linear_edge	0.882076	0.0011801	0.882076	19	1.05752e+07	0.993658
FAM000844	TumorBC2263_DNA	detected	2.14377e+06	18.2982	18.1741	18.4636	DNA_dR	306.118	19.2708	1.54216e+06	923.853	baseline_residual_mad_v1	131.333	asls_residual	linear_edge	0.719369	0.000430948	0.719369	8	2.13991e+06	0.9982
FAM000844	TumorBC2312_DNA	detected	6.8641e+06	19.1878	19.097	19.4598	DNA_dR	306.118	19.2708	4.01187e+06	4912.26	baseline_residual_mad_v1	932.284	asls_residual	linear_edge	0.584471	0.000715646	0.584471	17	6.80254e+06	0.991032
FAM000845	BenignfatBC1055_DNA	detected	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	19.5889	5.87388e+06	9615.9	baseline_residual_mad_v1	481.866	asls_residual	linear_edge	0.810712	0.00132718	0.810712	64	7.22555e+06	0.997269
FAM000845	BenignfatBC1151_DNA	duplicate_assigned	1.16227e+07	19.6504	19.3694	19.8481	DNA_dR	306.118	19.5889	8.90285e+06	8034.07	baseline_residual_mad_v1	894.625	asls_residual	linear_edge	0.765987	0.000691238	0.765987	13	1.15766e+07	0.996035
FAM000845	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	5.72074e+06	19.0209	18.814	19.0961	DNA_dR	306.118	19.5889	3.31396e+06	4525.22	baseline_residual_mad_v1	641.918	asls_residual	linear_edge	0.579289	0.00079102	0.579289	8	5.70126e+06	0.996595
FAM000845	Breast_Cancer_Tissue_pooled_QC5	duplicate_assigned	1.5884e+07	19.4743	19.2152	19.7976	DNA_dR	306.118	19.5889	1.40198e+07	1893.62	baseline_residual_mad_v1	483.709	asls_residual	linear_edge	0.882641	0.000119216	0.882641	20	1.57667e+07	0.992619
FAM000845	NormalBC2263_DNA	duplicate_assigned	8.05285e+06	19.3587	19.2867	19.6872	DNA_dR	306.118	19.5889	2.50165e+06	11108.3	baseline_residual_mad_v1	1236.45	asls_residual	linear_edge	0.310653	0.00137942	0.310653	13	8.00336e+06	0.993854
FAM000845	NormalBC2312_DNA	duplicate_assigned	1.06427e+07	19.5871	19.3113	19.8743	DNA_dR	306.118	19.5889	9.3877e+06	12813.7	baseline_residual_mad_v1	1257.88	asls_residual	linear_edge	0.882076	0.00120399	0.882076	19	1.05752e+07	0.993654
FAM000845	TumorBC2263_DNA	duplicate_assigned	2.14377e+06	18.2982	18.1741	18.4636	DNA_dR	306.118	19.5889	1.54216e+06	1058.15	baseline_residual_mad_v1	150.249	asls_residual	linear_edge	0.719369	0.00049359	0.719369	8	2.13995e+06	0.998217
FAM000845	TumorBC2312_DNA	duplicate_assigned	6.8641e+06	19.1878	19.097	19.4598	DNA_dR	306.118	19.5889	4.01187e+06	8703.63	baseline_residual_mad_v1	1541.5	asls_residual	linear_edge	0.584471	0.00126799	0.584471	17	6.80231e+06	0.990998
FAM000846	BenignfatBC1055_DNA	duplicate_assigned	7.24534e+06	19.5889	17.177	19.7974	DNA_dR	306.118	19.6504	5.87388e+06	9539.44	baseline_residual_mad_v1	478.037	asls_residual	linear_edge	0.810712	0.00131663	0.810712	64	7.22561e+06	0.997278
FAM000846	BenignfatBC1151_DNA	detected	1.16227e+07	19.6504	19.3694	19.8481	DNA_dR	306.118	19.6504	8.90285e+06	7964.03	baseline_residual_mad_v1	886.819	asls_residual	linear_edge	0.765987	0.000685212	0.765987	13	1.15766e+07	0.996034
FAM000846	Breast_Cancer_Tissue_pooled_QC3	duplicate_assigned	5.72074e+06	19.0209	18.814	19.0961	DNA_dR	306.118	19.6504	3.31396e+06	4585.01	baseline_residual_mad_v1	650.389	asls_residual	linear_edge	0.579289	0.000801471	0.579289	8	5.70127e+06	0.996598
